USGS_site,datetime,q,no3_mg_per_l,no3_gse,total_p_mg_per_l,total_p_gse,ssc_mg_per_l,ssc_gse
03339000,2016-09-18,811.00,3.73,1.18,0.15,1.50,38.51,2.12
03339000,2016-09-19,689.00,3.84,1.18,0.15,1.50,35.01,2.11
03339000,2016-09-20,666.00,3.56,1.19,0.15,1.47,33.38,2.16
03339000,2016-09-21,537.00,3.63,1.18,0.14,1.47,25.62,2.11
03339000,2016-09-22,492.00,3.64,1.19,0.14,1.48,22.20,2.09
03339000,2016-09-23,462.00,3.61,1.19,0.13,1.49,19.38,2.08
03339000,2016-09-24,441.00,3.55,1.20,0.13,1.47,18.70,2.02
03339000,2016-09-25,429.00,3.36,1.20,0.13,1.48,17.60,2.07
03339000,2016-09-26,442.00,3.13,1.20,0.13,1.47,17.42,2.10
03339000,2016-09-27,436.00,3.29,1.19,0.12,1.47,16.62,2.05
03339000,2016-09-28,398.00,3.42,1.19,0.12,1.44,15.26,2.10
03339000,2016-09-29,396.00,3.39,1.19,0.13,1.49,15.62,2.13
03339000,2016-09-30,409.00,3.06,1.21,0.14,1.47,16.71,2.03
03339000,2016-10-01,511.00,3.36,1.19,0.14,1.47,20.14,2.07
03339000,2016-10-02,548.00,4.08,1.17,0.12,1.47,17.91,2.12
03339000,2016-10-03,485.00,3.78,1.18,0.13,1.48,17.16,2.11
03339000,2016-10-04,433.00,3.82,1.18,0.12,1.47,14.00,2.10
03339000,2016-10-05,400.00,3.65,1.19,0.11,1.46,13.28,2.08
03339000,2016-10-06,379.00,3.52,1.19,0.11,1.47,12.08,2.11
03339000,2016-10-07,370.00,3.42,1.19,0.11,1.48,13.69,2.08
03339000,2016-10-08,341.00,3.27,1.19,0.11,1.48,12.48,2.03
03339000,2016-10-09,340.00,3.32,1.19,0.11,1.49,13.12,2.12
03339000,2016-10-10,321.00,3.21,1.20,0.11,1.48,12.74,2.11
03339000,2016-10-11,299.00,3.24,1.20,0.11,1.50,12.20,2.09
03339000,2016-10-12,294.00,3.26,1.20,0.10,1.46,10.81,2.10
03339000,2016-10-13,303.00,3.96,1.00,0.17,1.00,2.00,1.00
03339000,2016-10-14,310.00,3.01,1.20,0.10,1.48,9.18,2.04
03339000,2016-10-15,325.00,3.12,1.20,0.10,1.47,10.25,2.11
03339000,2016-10-16,324.00,2.96,1.20,0.10,1.46,8.59,2.08
03339000,2016-10-17,344.00,3.30,1.19,0.10,1.48,8.82,2.09
03339000,2016-10-18,369.00,3.43,1.19,0.10,1.47,7.83,2.10
03339000,2016-10-19,365.00,3.33,1.19,0.11,1.48,9.03,2.06
03339000,2016-10-20,524.00,3.03,1.20,0.14,1.48,16.19,2.05
03339000,2016-10-21,1070.00,4.22,1.16,0.18,1.47,39.33,2.08
03339000,2016-10-22,831.00,4.57,1.16,0.17,1.45,29.85,2.09
03339000,2016-10-23,658.00,4.23,1.17,0.13,1.48,18.16,2.10
03339000,2016-10-24,555.00,4.18,1.17,0.13,1.49,16.80,2.15
03339000,2016-10-25,481.00,3.94,1.17,0.13,1.50,16.24,2.12
03339000,2016-10-26,413.00,3.93,1.18,0.13,1.47,13.86,2.11
03339000,2016-10-27,410.00,3.65,1.18,0.12,1.48,12.31,2.08
03339000,2016-10-28,420.00,3.88,1.17,0.12,1.48,12.85,2.13
03339000,2016-10-29,390.00,3.91,1.18,0.11,1.48,12.52,2.14
03339000,2016-10-30,396.00,3.72,1.18,0.11,1.47,12.43,2.11
03339000,2016-10-31,404.00,3.05,1.19,0.13,1.46,14.06,2.10
03339000,2016-11-01,338.00,3.31,1.19,0.12,1.48,13.05,2.16
03339000,2016-11-02,365.00,3.37,1.20,0.13,1.47,17.29,2.12
03339000,2016-11-03,719.00,3.09,1.19,0.16,1.47,29.84,2.12
03339000,2016-11-04,807.00,3.90,1.17,0.19,1.47,29.73,2.09
03339000,2016-11-05,764.00,3.68,1.17,0.15,1.49,23.44,2.09
03339000,2016-11-06,598.00,3.51,1.19,0.14,1.47,16.68,2.17
03339000,2016-11-07,498.00,3.89,1.17,0.13,1.49,14.15,2.20
03339000,2016-11-08,526.00,3.68,1.18,0.13,1.50,15.70,2.11
03339000,2016-11-09,502.00,3.55,1.18,0.14,1.48,16.41,2.14
03339000,2016-11-10,496.00,3.91,1.00,0.14,1.00,14.00,1.00
03339000,2016-11-11,457.00,3.85,1.17,0.12,1.52,12.18,2.27
03339000,2016-11-12,428.00,3.68,1.18,0.11,1.51,10.49,2.23
03339000,2016-11-13,401.00,3.52,1.18,0.11,1.52,9.04,2.22
03339000,2016-11-14,387.00,3.60,1.17,0.11,1.52,9.23,2.23
03339000,2016-11-15,380.00,3.46,1.20,0.12,1.49,10.89,2.14
03339000,2016-11-16,375.00,3.49,1.19,0.12,1.53,10.77,2.16
03339000,2016-11-17,367.00,3.49,1.18,0.13,1.48,11.66,2.09
03339000,2016-11-18,363.00,3.24,1.20,0.14,1.48,14.54,2.08
03339000,2016-11-19,436.00,3.30,1.19,0.13,1.49,12.07,2.08
03339000,2016-11-20,583.00,3.34,1.19,0.15,1.48,13.07,2.04
03339000,2016-11-21,458.00,2.98,1.20,0.16,1.48,11.86,2.12
03339000,2016-11-22,405.00,3.34,1.18,0.14,1.00,1.00,1.00
03339000,2016-11-23,463.00,2.91,1.20,0.13,1.46,8.95,2.06
03339000,2016-11-24,1260.00,3.31,1.18,0.19,1.47,36.07,2.10
03339000,2016-11-25,2040.00,4.56,1.16,0.34,1.48,114.45,2.09
03339000,2016-11-26,1340.00,5.16,1.14,0.27,1.48,48.24,2.09
03339000,2016-11-27,1030.00,4.38,1.16,0.19,1.49,22.58,2.06
03339000,2016-11-28,1190.00,4.03,1.17,0.19,1.50,35.79,2.08
03339000,2016-11-29,3780.00,4.59,1.00,0.37,1.00,180.00,1.00
03339000,2016-11-30,4030.00,6.58,1.12,0.38,1.49,158.15,2.16
03339000,2016-12-01,2530.00,6.90,1.12,0.27,1.49,68.32,2.16
03339000,2016-12-02,1780.00,7.22,1.12,0.20,1.48,35.74,2.16
03339000,2016-12-03,1460.00,6.29,1.13,0.17,1.49,22.12,2.09
03339000,2016-12-04,1240.00,5.15,1.14,0.14,1.49,15.34,2.07
03339000,2016-12-05,1330.00,5.07,1.15,0.14,1.49,15.45,2.12
03339000,2016-12-06,1600.00,4.94,1.15,0.16,1.48,21.59,2.10
03339000,2016-12-07,1450.00,4.19,1.39,0.29,1.81,23.00,1.00
03339000,2016-12-08,1250.00,4.10,1.39,0.28,1.79,54.00,2.78
03339000,2016-12-09,1050.00,3.99,1.39,0.27,1.79,47.14,2.86
03339000,2016-12-10,850.00,3.76,1.38,0.26,1.80,37.27,2.82
03339000,2016-12-11,800.00,3.79,1.40,0.25,1.80,35.57,2.79
03339000,2016-12-12,750.00,3.77,1.39,0.25,1.82,34.77,2.83
03339000,2016-12-13,700.00,3.77,1.40,0.24,1.80,30.01,2.77
03339000,2016-12-14,650.00,3.71,1.39,0.24,1.81,29.47,2.85
03339000,2016-12-15,600.00,3.65,1.40,0.23,1.82,26.24,2.79
03339000,2016-12-16,570.00,3.69,1.40,0.23,1.78,25.96,2.79
03339000,2016-12-17,530.00,3.61,1.38,0.22,1.81,24.83,2.89
03339000,2016-12-18,500.00,3.65,1.40,0.22,1.84,23.24,2.79
03339000,2016-12-19,490.00,3.63,1.39,0.22,1.82,21.50,2.77
03339000,2016-12-20,500.00,3.65,1.39,0.22,1.83,21.05,2.79
03339000,2016-12-21,510.00,3.72,1.38,0.21,1.80,21.30,2.85
03339000,2016-12-22,520.00,3.70,1.38,0.22,1.78,22.36,2.87
03339000,2016-12-23,540.00,3.82,1.39,0.22,1.83,22.55,2.81
03339000,2016-12-24,560.00,3.85,1.39,0.22,1.81,23.20,2.78
03339000,2016-12-25,597.00,3.95,1.39,0.22,1.80,24.75,2.80
03339000,2016-12-26,987.00,4.46,1.40,0.24,1.80,36.69,2.80
03339000,2016-12-27,2380.00,5.43,1.39,0.31,1.84,80.41,2.80
03339000,2016-12-28,2130.00,5.32,1.40,0.29,1.81,71.08,2.84
03339000,2016-12-29,1610.00,5.06,1.39,0.27,1.82,58.27,2.81
03339000,2016-12-30,1250.00,4.81,1.38,0.25,1.79,43.26,2.74
03339000,2016-12-31,1130.00,4.73,1.38,0.25,1.84,41.95,2.85
03339000,2017-01-01,1030.00,4.67,1.39,0.24,1.80,36.78,2.79
03339000,2017-01-02,869.00,4.56,1.39,0.23,1.84,31.76,2.77
03339000,2017-01-03,1060.00,4.81,1.40,0.23,1.77,38.32,2.77
03339000,2017-01-04,2050.00,5.58,1.39,0.28,1.82,66.04,2.73
03339000,2017-01-05,1950.00,5.52,1.38,0.27,1.79,61.72,2.78
03339000,2017-01-06,1100.00,4.95,1.39,0.24,1.82,38.34,2.82
03339000,2017-01-07,800.00,4.69,1.39,0.22,1.80,29.27,2.84
03339000,2017-01-08,750.00,4.67,1.39,0.22,1.83,28.44,2.86
03339000,2017-01-09,800.00,4.75,1.38,0.22,1.81,29.26,2.80
03339000,2017-01-10,850.00,4.85,1.40,0.22,1.83,32.04,2.77
03339000,2017-01-11,900.00,4.91,1.39,0.22,1.81,32.28,2.81
03339000,2017-01-12,1250.00,5.31,1.39,0.24,1.81,43.20,2.78
03339000,2017-01-13,2200.00,6.07,1.39,0.26,1.81,68.63,2.84
03339000,2017-01-14,1740.00,5.75,1.39,0.25,1.82,57.01,2.82
03339000,2017-01-15,1390.00,5.60,1.38,0.23,1.77,47.51,2.89
03339000,2017-01-16,1290.00,5.51,1.39,0.23,1.80,41.83,2.76
03339000,2017-01-17,2990.00,6.71,1.40,0.28,1.81,89.58,2.85
03339000,2017-01-18,3830.00,6.64,1.00,0.24,1.00,151.00,1.00
03339000,2017-01-19,2910.00,6.80,1.40,0.27,1.82,87.61,2.83
03339000,2017-01-20,7020.00,8.28,1.41,0.33,1.80,180.53,2.77
03339000,2017-01-21,8400.00,8.51,1.39,0.34,1.81,228.41,2.90
03339000,2017-01-22,7110.00,8.39,1.40,0.32,1.80,175.18,2.77
03339000,2017-01-23,4460.00,7.72,1.39,0.29,1.82,124.48,2.86
03339000,2017-01-24,3000.00,7.21,1.39,0.26,1.83,91.36,2.83
03339000,2017-01-25,2500.00,6.93,1.40,0.25,1.80,72.90,2.75
03339000,2017-01-26,2030.00,6.64,1.39,0.23,1.82,61.53,2.77
03339000,2017-01-27,1700.00,6.45,1.39,0.22,1.79,52.09,2.80
03339000,2017-01-28,1490.00,6.29,1.40,0.22,1.81,48.16,2.85
03339000,2017-01-29,1350.00,6.26,1.39,0.21,1.79,44.60,2.80
03339000,2017-01-30,1210.00,6.10,1.39,0.21,1.79,40.45,2.81
03339000,2017-01-31,1110.00,6.10,1.40,0.20,1.81,38.12,2.88
03339000,2017-02-01,1060.00,6.04,1.39,0.20,1.82,36.24,2.86
03339000,2017-02-02,941.00,5.90,1.39,0.19,1.80,31.58,2.83
03339000,2017-02-03,881.00,5.91,1.39,0.19,1.83,31.76,2.92
03339000,2017-02-04,838.00,5.93,1.39,0.18,1.81,28.82,2.83
03339000,2017-02-05,840.00,5.93,1.41,0.18,1.83,29.03,2.83
03339000,2017-02-06,848.00,5.95,1.39,0.18,1.80,29.48,2.84
03339000,2017-02-07,1030.00,6.15,1.00,0.12,1.00,55.00,1.00
03339000,2017-02-08,1390.00,6.85,1.12,0.15,1.47,30.22,2.09
03339000,2017-02-09,1230.00,6.83,1.12,0.15,1.50,19.60,2.11
03339000,2017-02-10,1020.00,6.45,1.12,0.20,1.49,25.79,2.22
03339000,2017-02-11,1150.00,6.80,1.11,0.14,1.47,22.76,2.10
03339000,2017-02-12,1430.00,7.01,1.11,0.13,1.48,37.45,2.10
03339000,2017-02-13,1350.00,7.04,1.11,0.15,1.50,44.03,2.09
03339000,2017-02-14,1190.00,7.00,1.11,0.15,1.49,37.05,2.12
03339000,2017-02-15,1090.00,7.03,1.11,0.13,1.49,25.63,2.11
03339000,2017-02-16,1000.00,7.17,1.11,0.11,1.49,18.03,2.09
03339000,2017-02-17,905.00,7.18,1.11,0.09,1.49,15.43,2.11
03339000,2017-02-18,891.00,7.11,1.11,0.09,1.47,16.88,2.08
03339000,2017-02-19,800.00,7.07,1.11,0.08,1.49,15.39,2.14
03339000,2017-02-20,730.00,6.97,1.11,0.08,1.48,15.16,2.17
03339000,2017-02-21,742.00,6.85,1.11,0.08,1.50,15.05,2.16
03339000,2017-02-22,722.00,6.71,1.12,0.08,1.49,15.99,2.19
03339000,2017-02-23,708.00,6.65,1.12,0.07,1.48,14.54,2.21
03339000,2017-02-24,708.00,6.64,1.11,0.07,1.51,13.98,2.18
03339000,2017-02-25,707.00,6.57,1.12,0.08,1.50,15.71,2.14
03339000,2017-02-26,637.00,6.53,1.12,0.07,1.47,12.85,2.14
03339000,2017-02-27,624.00,6.45,1.12,0.08,1.49,16.64,2.16
03339000,2017-02-28,582.00,6.26,1.12,0.08,1.50,14.67,2.14
03339000,2017-03-01,808.00,6.18,1.13,0.11,1.48,39.32,2.16
03339000,2017-03-02,906.00,6.51,1.12,0.09,1.49,25.80,2.09
03339000,2017-03-03,809.00,6.69,1.12,0.08,1.49,20.32,2.13
03339000,2017-03-04,751.00,6.16,1.12,0.08,1.49,20.19,2.17
03339000,2017-03-05,640.00,6.25,1.12,0.07,1.48,16.13,2.18
03339000,2017-03-06,653.00,6.46,1.12,0.07,1.48,15.54,2.18
03339000,2017-03-07,898.00,6.33,1.12,0.10,1.49,45.33,2.14
03339000,2017-03-08,1090.00,6.40,1.12,0.09,1.49,39.95,2.22
03339000,2017-03-09,985.00,6.70,1.12,0.08,1.48,26.41,2.15
03339000,2017-03-10,849.00,6.29,1.12,0.08,1.51,18.65,2.16
03339000,2017-03-11,753.00,6.45,1.12,0.07,1.50,14.79,2.20
03339000,2017-03-12,640.00,6.61,1.12,0.07,1.51,15.59,2.22
03339000,2017-03-13,692.00,6.54,1.12,0.08,1.51,17.48,2.25
03339000,2017-03-14,683.00,6.66,1.11,0.08,1.53,14.75,2.29
03339000,2017-03-15,613.00,6.76,1.11,0.08,1.53,12.85,2.32
03339000,2017-03-16,583.00,6.63,1.11,0.08,1.51,14.08,2.24
03339000,2017-03-17,583.00,6.65,1.11,0.07,1.52,14.73,2.22
03339000,2017-03-18,568.00,6.76,1.11,0.07,1.52,12.61,2.24
03339000,2017-03-19,601.00,6.84,1.11,0.07,1.51,15.31,2.19
03339000,2017-03-20,964.00,5.89,1.13,0.22,1.50,213.70,2.17
03339000,2017-03-21,2060.00,5.12,1.00,0.36,1.00,350.00,1.00
03339000,2017-03-22,1870.00,8.39,1.10,0.51,1.49,542.82,2.18
03339000,2017-03-23,1300.00,8.05,1.10,0.27,1.49,111.68,2.12
03339000,2017-03-24,1060.00,7.44,1.10,0.16,1.50,38.56,2.21
03339000,2017-03-25,1010.00,6.49,1.12,0.10,1.52,23.24,2.28
03339000,2017-03-26,936.00,6.84,1.11,0.09,1.50,22.42,2.21
03339000,2017-03-27,851.00,7.16,1.10,0.11,1.66,62.66,2.75
03339000,2017-03-28,793.00,5.98,1.12,0.11,1.64,58.65,2.70
03339000,2017-03-29,725.00,5.58,1.00,0.09,1.00,16.00,1.00
03339000,2017-03-30,927.00,5.49,1.13,0.11,1.49,54.15,2.13
03339000,2017-03-31,3080.00,4.91,1.00,0.38,1.00,488.00,1.00
03339000,2017-04-01,3310.00,7.90,1.11,0.44,1.49,567.20,2.17
03339000,2017-04-02,2180.00,7.94,1.10,0.28,1.49,182.07,2.12
03339000,2017-04-03,1730.00,7.55,1.11,0.17,1.49,92.83,2.15
03339000,2017-04-04,2820.00,6.58,1.00,0.43,1.00,445.00,1.00
03339000,2017-04-05,3270.00,7.67,1.11,0.28,1.47,339.66,2.11
03339000,2017-04-06,9310.00,7.46,1.00,0.47,1.00,765.00,1.00
03339000,2017-04-07,8520.00,9.06,1.09,0.38,1.44,507.08,2.12
03339000,2017-04-08,5520.00,9.71,1.08,0.33,1.47,348.01,2.09
03339000,2017-04-09,3140.00,9.40,1.09,0.23,1.47,202.78,2.05
03339000,2017-04-10,2410.00,9.09,1.09,0.19,1.48,138.78,2.12
03339000,2017-04-11,2010.00,8.87,1.09,0.17,1.49,100.83,2.07
03339000,2017-04-12,1660.00,8.71,1.09,0.16,1.49,83.89,2.08
03339000,2017-04-13,1500.00,8.68,1.09,0.13,1.49,53.91,2.08
03339000,2017-04-14,1420.00,8.55,1.09,0.11,1.50,43.76,2.16
03339000,2017-04-15,1570.00,8.46,1.09,0.10,1.49,48.33,2.14
03339000,2017-04-16,1860.00,8.51,1.09,0.10,1.48,49.97,2.11
03339000,2017-04-17,1560.00,8.15,1.10,0.10,1.48,48.41,2.13
03339000,2017-04-18,1230.00,7.74,1.10,0.09,1.49,41.97,2.12
03339000,2017-04-19,876.00,7.07,1.11,0.08,1.49,30.90,2.11
03339000,2017-04-20,1060.00,7.35,1.10,0.08,1.49,33.68,2.12
03339000,2017-04-21,1060.00,7.57,1.10,0.08,1.49,31.38,2.07
03339000,2017-04-22,938.00,7.55,1.10,0.07,1.48,30.12,2.15
03339000,2017-04-23,891.00,7.36,1.11,0.07,1.46,28.27,2.11
03339000,2017-04-24,840.00,7.11,1.11,0.07,1.48,29.14,2.09
03339000,2017-04-25,777.00,7.04,1.11,0.07,1.47,29.23,2.08
03339000,2017-04-26,876.00,6.77,1.11,0.11,1.48,63.67,2.08
03339000,2017-04-27,1290.00,6.72,1.11,0.12,1.49,71.55,2.09
03339000,2017-04-28,1460.00,7.47,1.10,0.10,1.48,55.59,2.06
03339000,2017-04-29,2100.00,6.56,1.11,0.18,1.45,218.30,2.07
03339000,2017-04-30,8920.00,8.28,1.09,0.39,1.46,1070.01,2.06
03339000,2017-05-01,14300.00,8.49,1.00,0.52,1.00,392.00,1.00
03339000,2017-05-02,13500.00,9.98,1.08,0.38,1.51,430.14,2.17
03339000,2017-05-03,8630.00,10.91,1.08,0.30,1.49,332.32,2.10
03339000,2017-05-04,11000.00,8.37,1.09,0.44,1.47,947.50,2.13
03339000,2017-05-05,16000.00,7.00,1.11,0.46,1.52,608.68,2.23
03339000,2017-05-06,12200.00,9.00,1.09,0.34,1.50,390.53,2.10
03339000,2017-05-07,7340.00,9.68,1.09,0.24,1.48,277.97,2.07
03339000,2017-05-08,4430.00,9.56,1.08,0.22,1.48,239.36,2.13
03339000,2017-05-09,3650.00,9.64,1.08,0.20,1.47,202.37,2.12
03339000,2017-05-10,4310.00,9.48,1.09,0.21,1.48,294.82,2.09
03339000,2017-05-11,3960.00,9.19,1.09,0.25,1.47,357.21,2.10
03339000,2017-05-12,3210.00,9.29,1.09,0.26,1.49,335.46,2.08
03339000,2017-05-13,2440.00,9.60,1.09,0.20,1.47,210.09,2.15
03339000,2017-05-14,2000.00,9.65,1.08,0.17,1.48,156.71,2.15
03339000,2017-05-15,1760.00,9.45,1.09,0.16,1.49,121.91,2.12
03339000,2017-05-16,1500.00,9.28,1.08,0.13,1.46,97.13,2.15
03339000,2017-05-17,1400.00,9.21,1.09,0.13,1.46,78.57,2.09
03339000,2017-05-18,1330.00,9.18,1.09,0.12,1.45,71.86,2.14
03339000,2017-05-19,1460.00,8.80,1.09,0.14,1.47,113.51,2.14
03339000,2017-05-20,4620.00,8.29,1.10,0.28,1.48,838.17,2.14
03339000,2017-05-21,7130.00,8.81,1.09,0.36,1.49,721.63,2.11
03339000,2017-05-22,5700.00,10.79,1.08,0.33,1.48,468.38,2.12
03339000,2017-05-23,3320.00,10.92,1.08,0.27,1.47,287.36,2.13
03339000,2017-05-24,2390.00,10.73,1.08,0.21,1.49,175.59,2.12
03339000,2017-05-25,1970.00,10.59,1.08,0.16,1.58,135.46,2.19
03339000,2017-05-26,1820.00,10.27,1.08,0.17,1.55,146.64,2.22
03339000,2017-05-27,5330.00,9.38,1.08,0.47,1.49,1431.99,2.14
03339000,2017-05-28,5100.00,14.54,1.06,0.73,1.53,1429.61,2.35
03339000,2017-05-29,2300.00,5.30,1.29,0.47,1.48,1044.87,2.14
03339000,2017-05-30,1640.00,9.14,1.00,0.18,1.00,472.93,2.16
03339000,2017-05-31,1390.00,9.08,1.09,0.22,1.49,67.00,1.00
03339000,2017-06-01,1230.00,8.75,1.10,0.19,1.50,134.21,2.12
03339000,2017-06-02,1110.00,8.82,1.09,0.15,1.50,89.27,2.06
03339000,2017-06-03,1020.00,8.87,1.10,0.13,1.49,67.35,2.16
03339000,2017-06-04,981.00,8.81,1.09,0.11,1.48,52.50,2.08
03339000,2017-06-05,935.00,8.59,1.10,0.10,1.48,41.27,2.13
03339000,2017-06-06,868.00,8.44,1.10,0.09,1.48,36.64,2.09
03339000,2017-06-07,796.00,8.27,1.09,0.10,1.49,36.30,2.14
03339000,2017-06-08,729.00,8.12,1.10,0.10,1.49,32.87,2.18
03339000,2017-06-09,733.00,7.99,1.10,0.10,1.50,33.32,2.12
03339000,2017-06-10,665.00,7.94,1.10,0.10,1.49,33.43,2.15
03339000,2017-06-11,654.00,7.64,1.10,0.10,1.49,35.27,2.10
03339000,2017-06-12,656.00,7.45,1.11,0.10,1.48,35.72,2.13
03339000,2017-06-13,520.00,7.23,1.11,0.11,1.50,30.18,2.13
03339000,2017-06-14,595.00,7.66,1.00,0.09,1.00,21.00,1.00
03339000,2017-06-15,818.00,6.70,1.12,0.15,1.49,90.25,2.16
03339000,2017-06-16,1280.00,6.87,1.11,0.16,1.48,94.90,2.08
03339000,2017-06-17,888.00,6.66,1.12,0.14,1.48,57.66,2.13
03339000,2017-06-18,772.00,6.57,1.12,0.13,1.50,43.79,2.15
03339000,2017-06-19,1280.00,7.10,1.11,0.22,1.49,209.84,2.12
03339000,2017-06-20,1150.00,10.02,1.08,0.42,1.52,404.49,2.24
03339000,2017-06-21,778.00,9.72,1.08,0.22,1.50,108.43,2.12
03339000,2017-06-22,610.00,8.50,1.10,0.19,1.52,73.68,2.18
03339000,2017-06-23,626.00,8.26,1.00,0.15,1.00,47.00,1.00
03339000,2017-06-24,827.00,7.60,1.11,0.16,1.49,88.49,2.13
03339000,2017-06-25,735.00,7.30,1.11,0.19,1.51,95.65,2.09
03339000,2017-06-26,579.00,7.24,1.11,0.18,1.49,78.79,2.13
03339000,2017-06-27,431.00,7.18,1.11,0.18,1.51,67.47,2.16
03339000,2017-06-28,458.00,6.92,1.12,0.17,1.52,65.36,2.20
03339000,2017-06-29,389.00,6.47,1.13,0.17,1.51,63.82,2.16
03339000,2017-06-30,851.00,5.98,1.13,0.28,1.50,287.29,2.23
03339000,2017-07-01,2620.00,6.77,1.11,0.22,1.50,308.35,2.12
03339000,2017-07-02,1460.00,6.63,1.12,0.24,1.50,158.05,2.12
03339000,2017-07-03,854.00,6.48,1.13,0.22,1.51,90.47,2.09
03339000,2017-07-04,622.00,6.02,1.14,0.21,1.51,66.48,2.18
03339000,2017-07-05,530.00,5.31,1.15,0.20,1.50,60.71,2.18
03339000,2017-07-06,492.00,5.27,1.16,0.17,1.51,48.89,2.19
03339000,2017-07-07,447.00,5.21,1.15,0.17,1.51,32.00,1.00
03339000,2017-07-08,417.00,5.02,1.16,0.16,1.50,42.43,2.17
03339000,2017-07-09,292.00,4.22,1.18,0.18,1.51,41.91,2.10
03339000,2017-07-10,340.00,3.97,1.40,0.15,1.79,56.83,2.74
03339000,2017-07-11,384.00,3.92,1.19,0.21,1.50,57.07,2.15
03339000,2017-07-12,478.00,4.18,1.18,0.19,1.50,44.95,2.14
03339000,2017-07-13,515.00,4.34,1.17,0.12,1.50,41.23,2.22
03339000,2017-07-14,392.00,3.99,1.18,0.14,1.49,30.39,2.14
03339000,2017-07-15,281.00,3.69,1.19,0.15,1.50,26.49,2.15
03339000,2017-07-16,244.00,3.45,1.20,0.15,1.48,24.60,2.11
03339000,2017-07-17,228.00,6.27,1.00,0.12,1.00,20.94,2.15
03339000,2017-07-18,222.00,2.70,1.23,0.15,1.51,21.74,2.14
03339000,2017-07-19,259.00,2.86,1.22,0.14,1.49,19.79,2.18
03339000,2017-07-20,195.00,2.61,1.24,0.15,1.50,16.59,2.21
03339000,2017-07-21,226.00,2.49,1.23,0.18,1.49,35.78,2.11
03339000,2017-07-22,286.00,2.96,1.22,0.17,1.49,28.42,2.17
03339000,2017-07-23,484.00,3.37,1.19,0.15,1.51,26.64,2.22
03339000,2017-07-24,431.00,3.12,1.21,0.16,1.49,28.11,2.21
03339000,2017-07-25,306.00,2.83,1.22,0.15,1.50,32.16,2.16
03339000,2017-07-26,274.00,2.76,1.00,0.14,1.00,22.00,1.00
03339000,2017-07-27,225.00,2.08,1.22,0.19,1.47,30.84,2.09
03339000,2017-07-28,226.00,2.16,1.23,0.20,1.49,29.33,2.10
03339000,2017-07-29,176.00,2.04,1.22,0.19,1.46,32.10,2.12
03339000,2017-07-30,145.00,1.95,1.22,0.19,1.48,35.18,2.12
03339000,2017-07-31,118.00,1.73,1.22,0.20,1.49,41.64,2.06
03339000,2017-08-01,150.00,1.91,1.22,0.18,1.48,29.44,2.15
03339000,2017-08-02,163.00,1.92,1.23,0.18,1.49,26.01,2.07
03339000,2017-08-03,161.00,1.96,1.23,0.18,1.48,12.00,1.00
03339000,2017-08-04,202.00,1.87,1.24,0.21,1.49,31.00,2.08
03339000,2017-08-05,136.00,1.74,1.24,0.22,1.47,33.04,2.08
03339000,2017-08-06,144.00,1.75,1.23,0.20,1.49,26.42,2.11
03339000,2017-08-07,145.00,1.78,1.24,0.22,1.49,36.39,2.08
03339000,2017-08-08,112.00,1.75,1.24,0.24,1.50,54.80,2.16
03339000,2017-08-09,103.00,2.42,1.39,0.14,1.81,21.57,2.81
03339000,2017-08-10,98.30,2.38,1.39,0.14,1.82,18.96,2.81
03339000,2017-08-11,118.00,2.46,1.39,0.15,1.80,24.53,2.89
03339000,2017-08-12,98.00,2.33,1.39,0.14,1.81,20.33,2.81
03339000,2017-08-13,95.70,2.32,1.40,0.14,1.82,20.60,2.89
03339000,2017-08-14,92.30,2.29,1.39,0.14,1.80,19.62,2.86
03339000,2017-08-15,94.40,1.56,1.23,0.20,1.49,39.64,2.10
03339000,2017-08-16,83.70,1.45,1.24,0.19,1.50,39.16,2.11
03339000,2017-08-17,83.60,1.47,1.25,0.20,1.50,35.63,2.10
03339000,2017-08-18,87.10,1.54,1.24,0.21,1.49,36.61,2.14
03339000,2017-08-19,85.60,1.56,1.24,0.22,1.49,35.25,2.04
03339000,2017-08-20,85.80,1.56,1.23,0.22,1.49,37.33,2.08
03339000,2017-08-21,82.60,1.49,1.24,0.21,1.49,32.14,2.13
03339000,2017-08-22,164.00,1.76,1.22,0.18,1.50,43.29,2.19
03339000,2017-08-23,2170.00,2.10,1.21,0.31,1.50,179.00,1.00
03339000,2017-08-24,1370.00,2.02,1.21,0.26,1.49,109.73,2.16
03339000,2017-08-25,832.00,1.82,1.24,0.27,1.50,80.98,2.14
03339000,2017-08-26,358.00,1.50,1.25,0.29,1.50,52.77,2.15
03339000,2017-08-27,279.00,1.22,1.26,0.32,1.52,37.41,2.22
03339000,2017-08-28,289.00,1.64,1.26,0.37,1.58,132.70,2.24
03339000,2017-08-29,373.00,1.66,1.25,0.33,1.58,130.32,2.26
03339000,2017-08-30,405.00,1.26,1.00,0.15,1.00,34.00,1.00
03339000,2017-08-31,389.00,1.65,1.25,0.36,1.51,66.20,2.12
03339000,2017-09-01,233.00,1.50,1.26,0.34,1.50,43.26,2.15
03339000,2017-09-02,159.00,1.28,1.27,0.38,1.52,38.26,2.24
03339000,2017-09-03,133.00,1.17,1.28,0.39,1.54,30.11,2.35
03339000,2017-09-04,120.00,1.04,1.28,0.36,1.54,23.21,2.31
03339000,2017-09-05,181.00,1.00,1.28,0.32,1.55,21.98,2.27
